term,ccode,section,enrolled
1175,ACTSC 221,001,74
1175,ACTSC 231,001,206
1175,ACTSC 232,001,82
1175,ACTSC 232,081,15
1175,ACTSC 331,001,59
1175,ACTSC 371,001,197
1175,ACTSC 372,001,179
1175,ACTSC 431,001,136
1175,ACTSC 432,001,115
1175,ACTSC 445,001,103
1175,ACTSC 631,001,16
1175,ACTSC 632,001,16
1175,ACTSC 633,001,16
1175,ACTSC 634,001,16
1175,ACTSC 635,001,16
1175,ACTSC 831,001,9
1175,ACTSC 832,001,9
1175,ACTSC 845,001,2
1175,AMATH 231,001,50
1175,AMATH 242,001,33
1175,AMATH 250,001,141
1175,AMATH 332,001,28
1175,AMATH 351,001,49
1175,AMATH 353,001,32
1175,AMATH 495,001,1
1175,AMATH 495,002,1
1175,AMATH 495,003,1
1175,AMATH 900,001,1
1175,AMATH 900,002,1
1175,AMATH 900,003,3
1175,AMATH 900,004,1
1175,CS 100,081,226
1175,CS 115,001,85
1175,CS 115,002,74
1175,CS 116,001,64
1175,CS 116,002,88
1175,CS 116,003,90
1175,CS 136,001,120
1175,CS 136,002,84
1175,CS 136,003,90
1175,CS 164W,001,2
1175,CS 200,001,85
1175,CS 212W,001,3
1175,CS 230,001,122
1175,CS 234,001,99
1175,CS 234,002,98
1175,CS 240,001,104
1175,CS 240,002,140
1175,CS 240,003,96
1175,CS 240,004,51
1175,CS 241,001,79
1175,CS 241,002,81
1175,CS 241,003,69
1175,CS 241,004,73
1175,CS 245,001,47
1175,CS 245,002,66
1175,CS 245,003,84
1175,CS 245,004,86
1175,CS 245,005,41
1175,CS 246,001,80
1175,CS 246,002,78
1175,CS 246,003,54
1175,CS 246,004,33
1175,CS 246,005,78
1175,CS 247,001,122
1175,CS 251,001,71
1175,CS 251,002,76
1175,CS 251,003,80
1175,CS 251,004,64
1175,CS 317W,001,0
1175,CS 330,001,115
1175,CS 330,002,118
1175,CS 338,001,99
1175,CS 338,002,96
1175,CS 341,001,63
1175,CS 341,002,64
1175,CS 341,003,69
1175,CS 348,001,76
1175,CS 348,002,69
1175,CS 349,001,81
1175,CS 349,002,78
1175,CS 350,001,63
1175,CS 350,002,69
1175,CS 350,003,69
1175,CS 360,001,67
1175,CS 370,001,80
1175,CS 370,002,80
1175,CS 371,001,44
1175,CS 432,001,81
1175,CS 446,001,37
1175,CS 446,002,35
1175,CS 449,001,59
1175,CS 452,001,22
1175,CS 454,001,79
1175,CS 454,002,76
1175,CS 456,001,80
1175,CS 456,002,75
1175,CS 458,001,64
1175,CS 458,002,63
1175,CS 466,001,46
1175,CS 475,001,32
1175,CS 485,001,43
1175,CS 486,001,95
1175,CS 486,002,92
1175,CS 488,001,49
1175,CS 490,001,34
1175,CS 492,001,47
1175,CS 499R,001,0
1175,CS 499R,002,1
1175,CS 499R,003,1
1175,CS 634,081,19
1175,CS 646,001,1
1175,CS 646,002,2
1175,CS 649,001,4
1175,CS 652,001,1
1175,CS 654,001,3
1175,CS 654,002,5
1175,CS 656,001,5
1175,CS 656,002,2
1175,CS 658,001,2
1175,CS 658,002,3
1175,CS 666,001,0
1175,CS 675,001,3
1175,CS 685,001,17
1175,CS 686,001,15
1175,CS 686,002,10
1175,CS 688,001,1
1175,CS 762,001,12
1175,CS 798,001,0
1175,CS 842,001,15
1175,CS 846,001,21
1175,CS 846,002,17
1175,CS 870,001,16
1175,CS 898,001,32
1175,CS 898,002,1
1175,PMATH 330,081,80
1175,PMATH 332,001,12
1175,PMATH 336,001,38
1175,PMATH 340,001,60
1175,PMATH 347,001,59
1175,PMATH 351,001,51
1175,PMATH 352,001,18
1175,PMATH 360,001,40
1175,PMATH 450,001,21
1175,PMATH 464,001,21
1175,PMATH 650,001,1
1175,PMATH 764,001,7
1175,PHYS 112,001,77
1175,PHYS 112,081,80
1175,PHYS 115,001,1
1175,PHYS 122,081,30
1175,PHYS 141W,025,2
1175,PHYS 234,001,159
1175,PHYS 239,001,45
1175,PHYS 242,001,121
1175,PHYS 260L,101,32
1175,PHYS 263,001,101
1175,PHYS 270,001,32
1175,PHYS 280,001,70
1175,PHYS 342,001,67
1175,PHYS 358,001,63
1175,PHYS 363,001,63
1175,PHYS 364,001,37
1175,PHYS 380,001,57
1175,PHYS 490,001,1
1175,PHYS 490,002,1
1175,PHYS 768,001,0
1175,PHYS 771,001,0
1175,PHYS 771,002,0
1175,PHYS 771,003,1
1175,PHYS 771,004,1
