term,ccode,section,enrolled
1201,ACTSC 221,081,98
1201,ACTSC 231,001,90
1201,ACTSC 231,002,68
1201,ACTSC 231,003,34
1201,ACTSC 232,001,63
1201,ACTSC 232,081,29
1201,ACTSC 331,001,52
1201,ACTSC 371,001,131
1201,ACTSC 371,002,99
1201,ACTSC 372,001,94
1201,ACTSC 372,002,41
1201,ACTSC 431,001,22
1201,ACTSC 433,001,50
1201,ACTSC 446,001,57
1201,ACTSC 446,002,48
1201,ACTSC 455,001,18
1201,ACTSC 463,001,38
1201,ACTSC 471,001,6
1201,ACTSC 489,001,13
1201,ACTSC 621,001,0
1201,ACTSC 622,001,0
1201,ACTSC 623,001,0
1201,ACTSC 624,001,0
1201,ACTSC 625,001,0
1201,ACTSC 833,001,0
1201,ACTSC 846,001,0
1201,ACTSC 855,001,0
1201,ACTSC 962,001,0
1201,ACTSC 964,001,0
1201,ACTSC 965,001,0
1201,ACTSC 971,001,0
1201,ACTSC 991,001,0
1201,AMATH 231,001,69
1201,AMATH 242,001,70
1201,AMATH 250,001,105
1201,AMATH 250,002,105
1201,AMATH 250,081,61
1201,AMATH 331,001,59
1201,AMATH 332,001,41
1201,AMATH 342,001,21
1201,AMATH 350,001,88
1201,AMATH 353,001,43
1201,AMATH 361,001,48
1201,AMATH 373,001,38
1201,AMATH 382,001,27
1201,AMATH 451,001,20
1201,AMATH 455,001,28
1201,AMATH 475,001,24
1201,AMATH 495,001,16
1201,AMATH 495,002,1
1201,AMATH 495,003,0
1201,AMATH 655,001,0
1201,AMATH 675,001,0
1201,AMATH 741,001,0
1201,AMATH 777,001,0
1201,AMATH 872,001,0
1201,AMATH 881,001,0
1201,AMATH 882,001,0
1201,AMATH 900,001,0
1201,AMATH 900,002,1
1201,AMATH 900,003,0
1201,CS 100,081,289
1201,CS 105,001,22
1201,CS 106,001,54
1201,CS 106,002,103
1201,CS 106,003,90
1201,CS 106,004,82
1201,CS 115,001,39
1201,CS 115,002,75
1201,CS 115,003,73
1201,CS 115,004,61
1201,CS 116,001,42
1201,CS 116,002,54
1201,CS 116,003,47
1201,CS 116,004,90
1201,CS 116,005,76
1201,CS 116,006,90
1201,CS 116,007,90
1201,CS 116,008,90
1201,CS 116,009,90
1201,CS 135,001,52
1201,CS 135,002,52
1201,CS 136,001,56
1201,CS 136,002,90
1201,CS 136,003,88
1201,CS 136,004,90
1201,CS 136,005,91
1201,CS 136,006,90
1201,CS 136,007,93
1201,CS 136,008,90
1201,CS 136,009,90
1201,CS 136,010,76
1201,CS 138,001,136
1201,CS 146,001,51
1201,CS 146,002,65
1201,CS 200,001,89
1201,CS 230,001,179
1201,CS 240,001,84
1201,CS 240,002,93
1201,CS 240,003,79
1201,CS 240E,001,0
1201,CS 241,001,85
1201,CS 241,002,85
1201,CS 241,003,83
1201,CS 245,001,75
1201,CS 245,002,68
1201,CS 246,001,96
1201,CS 246,002,95
1201,CS 251,001,72
1201,CS 251,002,77
1201,CS 251,003,77
1201,CS 330,001,136
1201,CS 330,002,80
1201,CS 330,003,66
1201,CS 335,001,102
1201,CS 338,001,148
1201,CS 341,001,77
1201,CS 341,002,77
1201,CS 341,003,76
1201,CS 341,004,47
1201,CS 341,005,69
1201,CS 343,001,86
1201,CS 348,001,67
1201,CS 348,002,68
1201,CS 349,001,73
1201,CS 349,002,80
1201,CS 349,003,70
1201,CS 350,001,80
1201,CS 350,002,68
1201,CS 350,003,79
1201,CS 360,001,51
1201,CS 365,001,43
1201,CS 370,001,80
1201,CS 370,002,99
1201,CS 371,001,70
1201,CS 430,001,43
1201,CS 431,001,39
1201,CS 436,001,37
1201,CS 442,001,60
1201,CS 444,001,54
1201,CS 444,002,56
1201,CS 445,001,51
1201,CS 446,001,53
1201,CS 447,001,25
1201,CS 448,001,50
1201,CS 450,001,43
1201,CS 451,001,75
1201,CS 452,001,48
1201,CS 454,001,50
1201,CS 454,002,49
1201,CS 456,001,79
1201,CS 456,002,79
1201,CS 458,001,79
1201,CS 458,002,79
1201,CS 462,001,26
1201,CS 467,001,26
1201,CS 476,001,58
1201,CS 480,001,70
1201,CS 480,002,70
1201,CS 482,001,21
1201,CS 485,001,60
1201,CS 486,001,84
1201,CS 486,002,77
1201,CS 487,001,30
1201,CS 488,001,50
1201,CS 489,001,25
1201,CS 489,002,77
1201,CS 490,001,50
1201,CS 492,001,45
1201,CS 492,002,44
1201,CS 494,001,1
1201,CS 631,001,0
1201,CS 636,001,0
1201,CS 642,001,0
1201,CS 644,001,0
1201,CS 644,002,0
1201,CS 645,001,0
1201,CS 646,001,0
1201,CS 647,001,0
1201,CS 648,001,0
1201,CS 650,001,0
1201,CS 651,001,0
1201,CS 652,001,0
1201,CS 654,001,0
1201,CS 654,002,0
1201,CS 656,001,0
1201,CS 656,002,0
1201,CS 658,001,0
1201,CS 658,002,0
1201,CS 662,001,0
1201,CS 676,001,0
1201,CS 680,001,0
1201,CS 680,002,0
1201,CS 682,001,0
1201,CS 685,001,0
1201,CS 686,001,0
1201,CS 686,002,0
1201,CS 687,001,0
1201,CS 688,001,0
1201,CS 698,001,0
1201,CS 698,002,0
1201,CS 744,001,0
1201,CS 779,001,0
1201,CS 792,001,0
1201,CS 792,081,0
1201,CS 798,001,0
1201,CS 798,002,0
1201,CS 846,001,0
1201,CS 848,001,0
1201,CS 848,002,0
1201,CS 848,003,0
1201,CS 854,001,0
1201,CS 858,001,0
1201,CS 860,001,0
1201,CS 860,002,0
1201,CS 867,001,0
1201,CS 886,001,0
1201,CS 886,002,0
1201,CS 889,001,0
1201,CS 889,002,0
1201,CS 898,001,0
1201,PMATH 330,081,85
1201,PMATH 331,001,36
1201,PMATH 332,001,19
1201,PMATH 333,001,61
1201,PMATH 334,001,27
1201,PMATH 340,001,66
1201,PMATH 348,001,60
1201,PMATH 352,001,31
1201,PMATH 365,001,48
1201,PMATH 370,001,63
1201,PMATH 399,001,25
1201,PMATH 432,001,24
1201,PMATH 446,001,17
1201,PMATH 450,001,36
1201,PMATH 451,001,19
1201,PMATH 464,001,23
1201,PMATH 467,001,13
1201,PMATH 632,001,0
1201,PMATH 646,001,0
1201,PMATH 650,001,0
1201,PMATH 651,001,0
1201,PMATH 667,001,0
1201,PMATH 764,001,0
1201,PMATH 833,001,0
1201,PMATH 940,001,0
1201,PMATH 940,002,0
1201,PMATH 945,001,0
1201,PMATH 950,001,0
1201,PMATH 965,001,0
1201,PMATH 990,001,0
1201,PHYS 10,001,44
1201,PHYS 10,002,177
1201,PHYS 111,001,132
1201,PHYS 111,002,121
1201,PHYS 111,003,158
1201,PHYS 111,081,106
1201,PHYS 112,001,236
1201,PHYS 112,002,185
1201,PHYS 112,003,172
1201,PHYS 115,001,75
1201,PHYS 121,081,48
1201,PHYS 122,001,184
1201,PHYS 122,002,169
1201,PHYS 124,001,224
1201,PHYS 125,001,95
1201,PHYS 175,001,141
1201,PHYS 233,001,19
1201,PHYS 234,001,82
1201,PHYS 239,001,34
1201,PHYS 242,001,43
1201,PHYS 260L,101,19
1201,PHYS 263,001,62
1201,PHYS 270,001,14
1201,PHYS 280,001,44
1201,PHYS 334,001,87
1201,PHYS 335,001,36
1201,PHYS 359,001,128
1201,PHYS 365,001,44
1201,PHYS 375,001,54
1201,PHYS 383,001,22
1201,PHYS 391,001,31
1201,PHYS 393,001,24
1201,PHYS 395,001,32
1201,PHYS 435,001,8
1201,PHYS 444,001,60
1201,PHYS 467,001,42
1201,PHYS 468,001,21
1201,PHYS 476,001,75
1201,PHYS 483,001,4
1201,PHYS 490,001,22
1201,PHYS 490,002,8
1201,PHYS 703,001,0
1201,PHYS 706,001,0
1201,PHYS 709,001,0
1201,PHYS 714,001,0
1201,PHYS 739,001,0
1201,PHYS 751,001,0
1201,PHYS 752,001,0
1201,PHYS 768,001,0
1201,PHYS 768,002,0
1201,PHYS 768,003,0
1201,PHYS 777,001,0
1201,PHYS 785,001,1
1201,CO 227,001,33
1201,CO 250,001,120
1201,CO 250,002,120
1201,CO 250,081,131
1201,CO 255,001,35
1201,CO 327,001,19
1201,CO 331,001,65
1201,CO 353,001,60
1201,CO 370,001,117
1201,CO 372,001,90
1201,CO 430,001,3
1201,CO 434,001,11
1201,CO 463,001,11
1201,CO 481,001,21
1201,CO 487,001,261
1201,CO 630,001,0
1201,CO 634,001,0
1201,CO 663,001,0
1201,CO 687,001,0
1201,CO 739,001,0
1201,CO 739,002,0
1201,CO 749,001,0
1201,CO 749,002,0
1201,QIC 750,001,0
1201,QIC 885,001,0
1201,QIC 890,001,0
1201,QIC 890,002,0
1201,QIC 890,003,0
1201,QIC 890,004,0
1201,QIC 895,001,0
1201,COMM 101,081,75
1201,COMM 231,001,103
1201,COMM 321,001,41
1201,COMM 400,001,48
1201,COMM 400,002,31
1201,COMM 421,001,42
1201,COMM 432,001,23
1201,ECE 100A,001,0
1201,ECE 100B,001,0
1201,ECE 102,001,164
1201,ECE 106,001,164
1201,ECE 106,002,134
1201,ECE 108,001,160
1201,ECE 109,001,118
1201,ECE 109,002,114
1201,ECE 124,001,164
1201,ECE 124,002,139
1201,ECE 140,001,165
1201,ECE 140,002,135
1201,ECE 192,001,155
1201,ECE 200B,001,0
1201,ECE 201,001,118
1201,ECE 201,002,115
1201,ECE 204,001,118
1201,ECE 204,002,114
1201,ECE 205,001,119
1201,ECE 205,002,113
1201,ECE 222,001,116
1201,ECE 222,002,114
1201,ECE 224,001,48
1201,ECE 240,001,120
1201,ECE 240,002,122
1201,ECE 250,001,118
1201,ECE 250,002,114
1201,ECE 300B,001,98
1201,ECE 300B,002,88
1201,ECE 301,001,131
1201,ECE 306,001,130
1201,ECE 318,001,100
1201,ECE 318,002,87
1201,ECE 327,001,105
1201,ECE 340,001,37
1201,ECE 351,001,106
1201,ECE 356,001,139
1201,ECE 358,001,147
1201,ECE 361,001,51
1201,ECE 375,001,35
1201,ECE 380,001,133
1201,ECE 390,001,104
1201,ECE 390,002,91
1201,ECE 400A,001,0
1201,ECE 400B,001,297
1201,ECE 404,001,22
1201,ECE 405,001,124
1201,ECE 406,001,131
1201,ECE 409,001,51
1201,ECE 416,001,24
1201,ECE 417,001,21
1201,ECE 423,001,47
1201,ECE 444,001,35
1201,ECE 451,001,18
1201,ECE 452,001,10
1201,ECE 453,001,26
1201,ECE 457B,001,61
1201,ECE 459,001,249
1201,ECE 464,001,22
1201,ECE 467,001,16
1201,ECE 474,001,24
1201,ECE 477,001,7
1201,ECE 488,001,45
1201,ECE 493,001,37
1201,ECE 493,002,84
1201,ECE 602,001,0
1201,ECE 603,001,0
1201,ECE 610,001,0
1201,ECE 628,001,0
1201,ECE 631,001,0
1201,ECE 633,001,1
1201,ECE 634,001,0
1201,ECE 639,001,0
1201,ECE 650,001,0
1201,ECE 651,001,0
1201,ECE 656,001,0
1201,ECE 657A,001,0
1201,ECE 666,001,0
1201,ECE 668,001,0
1201,ECE 672,001,0
1201,ECE 676,001,0
1201,ECE 677,001,0
1201,ECE 686,001,0
1201,ECE 715,001,0
1201,ECE 720,001,1
1201,ECE 750,001,1
1201,ECE 770,001,0
1201,ECE 770,002,0
1201,ECE 6609PD,081,0
1201,ECE 6614PD,081,0
1201,ECE 6615PD,081,0
1201,CM 730,001,0
1201,CM 750,001,0
1201,CM 761,001,0
1201,CM 762,001,0
1201,CM 763,001,0
1201,CM 764,001,0
1201,MATBUS 470,001,87
1201,MATBUS 471,001,80
1201,MATBUS 472,001,36
1201,MATH 97,001,29
1201,MATH 103,081,21
1201,MATH 104,001,24
1201,MATH 104,081,22
1201,MATH 106,001,48
1201,MATH 114,001,39
1201,MATH 118,001,76
1201,MATH 118,002,127
1201,MATH 118,003,91
1201,MATH 118,004,110
1201,MATH 118,005,141
1201,MATH 118,006,0
1201,MATH 119,001,163
1201,MATH 119,002,136
1201,MATH 119,003,123
1201,MATH 127,001,99
1201,MATH 127,002,89
1201,MATH 127,003,95
1201,MATH 127,081,26
1201,MATH 128,001,66
1201,MATH 128,002,110
1201,MATH 128,003,107
1201,MATH 128,004,110
1201,MATH 128,005,86
1201,MATH 128,006,65
1201,MATH 128,007,80
1201,MATH 128,081,48
1201,MATH 135,001,21
1201,MATH 135,002,18
1201,MATH 135,003,10
1201,MATH 135,004,11
1201,MATH 135,005,29
1201,MATH 135,006,35
1201,MATH 135,007,15
1201,MATH 135,008,12
1201,MATH 136,001,160
1201,MATH 136,002,148
1201,MATH 136,003,145
1201,MATH 136,004,160
1201,MATH 136,005,158
1201,MATH 136,006,160
1201,MATH 136,007,160
1201,MATH 136,008,70
1201,MATH 136,009,0
1201,MATH 136,081,63
1201,MATH 137,001,23
1201,MATH 137,002,15
1201,MATH 137,081,7
1201,MATH 138,001,180
1201,MATH 138,002,180
1201,MATH 138,003,180
1201,MATH 138,004,180
1201,MATH 138,005,68
1201,MATH 138,006,180
