term,ccode,section,enrolled
1185,ACTSC 221,001,56
1185,ACTSC 231,001,103
1185,ACTSC 231,002,95
1185,ACTSC 232,001,78
1185,ACTSC 331,001,65
1185,ACTSC 371,001,119
1185,ACTSC 371,002,118
1185,ACTSC 372,001,136
1185,ACTSC 431,001,97
1185,ACTSC 432,001,91
1185,ACTSC 445,001,64
1185,ACTSC 446,001,66
1185,ACTSC 631,001,14
1185,ACTSC 632,001,14
1185,ACTSC 633,001,14
1185,ACTSC 634,001,14
1185,ACTSC 635,001,14
1185,ACTSC 845,001,2
1185,ACTSC 846,001,2
1185,ACTSC 991,001,4
1185,ACTSC 991,002,19
1185,AMATH 231,001,60
1185,AMATH 242,001,36
1185,AMATH 250,001,174
1185,AMATH 332,001,34
1185,AMATH 351,001,51
1185,AMATH 353,001,32
1185,AMATH 495,001,0
1185,AMATH 495,002,1
1185,AMATH 900,001,2
1185,AMATH 900,002,2
1185,CS 2XX,001,1
1185,CS 100,081,256
1185,CS 115,001,68
1185,CS 115,002,82
1185,CS 116,001,87
1185,CS 116,002,53
1185,CS 116,003,72
1185,CS 136,001,88
1185,CS 136,002,85
1185,CS 136,003,74
1185,CS 200,001,86
1185,CS 212W,004,0
1185,CS 230,001,114
1185,CS 231,001,92
1185,CS 234,001,83
1185,CS 234,002,85
1185,CS 240,001,123
1185,CS 240,002,120
1185,CS 240,003,99
1185,CS 240,004,100
1185,CS 241,001,83
1185,CS 241,002,80
1185,CS 241,003,80
1185,CS 241,004,82
1185,CS 245,001,74
1185,CS 245,002,15
1185,CS 245,003,40
1185,CS 245,004,36
1185,CS 245,005,44
1185,CS 245E,001,14
1185,CS 246,001,17
1185,CS 246,002,66
1185,CS 246,003,75
1185,CS 246,004,71
1185,CS 246,005,22
1185,CS 247,001,124
1185,CS 251,001,71
1185,CS 251,002,78
1185,CS 251,003,78
1185,CS 251,004,79
1185,CS 330,001,105
1185,CS 330,002,111
1185,CS 338,001,99
1185,CS 338,002,99
1185,CS 341,001,68
1185,CS 341,002,69
1185,CS 341,003,47
1185,CS 341,004,50
1185,CS 348,001,47
1185,CS 348,002,59
1185,CS 348,003,47
1185,CS 349,001,93
1185,CS 349,002,85
1185,CS 350,001,68
1185,CS 350,002,66
1185,CS 350,003,69
1185,CS 350,004,47
1185,CS 360,001,67
1185,CS 370,001,91
1185,CS 370,002,88
1185,CS 371,001,65
1185,CS 432,001,80
1185,CS 446,001,71
1185,CS 449,001,60
1185,CS 452,001,30
1185,CS 454,001,60
1185,CS 454,002,60
1185,CS 456,001,86
1185,CS 456,002,87
1185,CS 458,001,81
1185,CS 458,002,76
1185,CS 466,001,74
1185,CS 475,001,47
1185,CS 486,001,116
1185,CS 486,002,112
1185,CS 488,001,51
1185,CS 489,001,62
1185,CS 490,001,43
1185,CS 492,001,50
1185,CS 499R,001,2
1185,CS 634,081,20
1185,CS 646,001,4
1185,CS 649,001,5
1185,CS 652,001,0
1185,CS 654,001,1
1185,CS 654,002,2
1185,CS 656,001,1
1185,CS 656,002,3
1185,CS 658,001,1
1185,CS 658,002,1
1185,CS 666,001,1
1185,CS 675,001,0
1185,CS 686,001,4
1185,CS 686,002,8
1185,CS 688,001,0
1185,CS 690B,001,1
1185,CS 698,001,19
1185,CS 761,001,37
1185,CS 846,001,24
1185,CS 846,002,14
1185,CS 848,001,4
1185,CS 848,002,4
1185,CS 885,001,85
1185,CS 889,001,0
1185,CS 898,001,0
1185,CS 898,002,0
1185,PMATH 320,001,50
1185,PMATH 330,081,93
1185,PMATH 332,001,15
1185,PMATH 332,002,1
1185,PMATH 336,001,26
1185,PMATH 340,001,51
1185,PMATH 347,001,62
1185,PMATH 351,001,73
1185,PMATH 352,001,37
1185,PMATH 441,001,17
1185,PMATH 450,001,37
1185,PMATH 499,001,2
1185,PMATH 499,002,1
1185,PMATH 499,003,2
1185,PMATH 641,001,3
1185,PMATH 650,001,1
1185,PHYS 112,001,80
1185,PHYS 112,081,62
1185,PHYS 115,001,1
1185,PHYS 122,081,46
1185,PHYS 234,001,151
1185,PHYS 239,001,36
1185,PHYS 242,001,127
1185,PHYS 260L,101,24
1185,PHYS 263,001,99
1185,PHYS 270,001,40
1185,PHYS 280,001,97
1185,PHYS 342,001,91
1185,PHYS 358,001,79
1185,PHYS 363,001,77
1185,PHYS 364,001,60
1185,PHYS 380,001,66
1185,PHYS 621,001,18
1185,PHYS 622,001,14
1185,PHYS 623,001,17
1185,PHYS 635,001,9
1185,PHYS 636,001,22
1185,PHYS 637,001,15
1185,PHYS 639,001,4
1185,PHYS 641,001,11
1185,PHYS 647,001,0
1185,PHYS 649,001,4
1185,PHYS 650,001,10
1185,PHYS 771,001,1
1185,PHYS 771,002,1
1185,PHYS 771,003,5
1185,PHYS 771,004,1
1185,PHYS 777,001,23
1185,PHYS 777,002,5
1185,PHYS 777,003,11
