term,ccode,section,enrolled
1155,CS 100,081,225
1155,CS 115,001,72
1155,CS 115,002,72
1155,CS 116,001,85
1155,CS 116,002,80
1155,CS 116,003,63
1155,CS 136,001,69
1155,CS 136,002,74
1155,CS 136,003,71
1155,CS 200,001,30
1155,CS 234,001,95
1155,CS 234,002,99
1155,CS 240,001,77
1155,CS 240,002,74
1155,CS 240,003,94
1155,CS 240,004,81
1155,CS 241,001,92
1155,CS 241,002,98
1155,CS 245,001,80
1155,CS 245,002,75
1155,CS 245,003,78
1155,CS 245,004,80
1155,CS 246,001,85
1155,CS 246,002,85
1155,CS 246,003,81
1155,CS 246,004,86
1155,CS 247,001,74
1155,CS 247,002,78
1155,CS 251,001,104
1155,CS 251,002,98
1155,CS 330,001,111
1155,CS 330,002,109
1155,CS 338,001,153
1155,CS 341,001,56
1155,CS 341,002,76
1155,CS 348,001,66
1155,CS 348,002,66
1155,CS 349,001,65
1155,CS 349,002,64
1155,CS 350,001,70
1155,CS 350,002,69
1155,CS 360,001,55
1155,CS 370,001,69
1155,CS 370,002,69
1155,CS 371,001,31
1155,CS 432,001,80
1155,CS 446,001,49
1155,CS 446,002,39
1155,CS 449,001,50
1155,CS 452,001,31
1155,CS 454,001,60
1155,CS 454,002,60
1155,CS 456,001,60
1155,CS 456,002,58
1155,CS 458,001,58
1155,CS 458,002,45
1155,CS 466,001,58
1155,CS 475,001,28
1155,CS 482,001,7
1155,CS 486,001,70
1155,CS 486,002,72
1155,CS 488,001,35
1155,CS 490,001,48
1155,CS 492,001,44
1155,CS 499R,001,0
1155,CS 499R,002,1
1155,CS 499R,003,1
1155,CS 499R,004,1
1155,CS 646,001,4
1155,CS 646,002,4
1155,CS 649,001,1
1155,CS 652,001,1
1155,CS 654,001,2
1155,CS 654,002,0
1155,CS 656,001,0
1155,CS 656,002,0
1155,CS 658,001,1
1155,CS 658,002,1
1155,CS 666,001,3
1155,CS 675,001,14
1155,CS 682,001,2
1155,CS 686,001,5
1155,CS 686,002,2
1155,CS 688,001,0
1155,CS 744,001,6
1155,CS 791,001,8
1155,CS 846,001,31
1155,CS 848,001,10
1155,CS 848,002,15
1155,CS 886,001,18
1155,CS 889,001,14
1155,CS 898,001,2
1155,MATH 97,001,0
1155,MATH 104W,001,1
1155,MATH 106,081,132
1155,MATH 115,001,30
1155,MATH 116,001,0
1155,MATH 117,001,27
1155,MATH 118,001,66
1155,MATH 118,002,67
1155,MATH 118,003,99
1155,MATH 118,004,90
1155,MATH 118,005,1
1155,MATH 118,006,1
1155,MATH 119,001,118
1155,MATH 119,002,117
1155,MATH 122W,001,1
1155,MATH 127,001,50
1155,MATH 127,081,35
